archive,date,camera,task,footage,timestamps
Multinet,27-04-26,C2920,task-packing,GX014844.MP4,
Multinet,27-04-26,C2920,task-panel-fitting-placement,task-panel-fitting-placement.MP4,
Multinet,27-04-26,C5006,task-wiring,GX010305.mp4,
Multinet,27-04-26,C5006,task-wiring,GX014850.MP4,
Multinet,27-04-26,C5006,task-wiring,GX020305.MP4,
Multinet,27-04-26,C5006,task-wiring,GX021373.MP4,
Multinet,27-04-26,C5006,task-wiring,GX031373.MP4,
Multinet,27-04-26,C6279,task-bottle-buffing,GX012363.MP4,
Multinet,27-04-26,C6279,task-bottle-buffing,GX012364.MP4,
Multinet,27-04-26,C6279,task-bottle-buffing,task-bottle-buffing.MP4,
Multinet,27-04-26,C6279,task-cfu-pre-assembly,GX024852.MP4,
Multinet,27-04-26,C6279,task-cfu-pre-assembly,GX024853.MP4,
Multinet,27-04-26,C6279,task-filter-tubing,task-filter-tubing.MP4,
Multinet,27-04-26,C6279,task-pre-assembly,GX014847.MP4,
Multinet,27-04-26,C6279,task-pre-assembly,GX014848.MP4,
Multinet,27-04-26,C6279,task-pre-assembly,task-pre-assembly.MP4,
